state,place,DP1_0001C,DP4_0001C,DP1_0135C,DP3_0151C,DP3_0005C,DP4_0125C,DP4_0126C,DP2_0008C,DP2_0009C,DP3_0068C,DP1_0024C,DP1_0002C,DP1_0003C,DP1_0004C,DP1_0005C,DP2_0102C,DP1_0141C,DP1_0143C,DP2_0178C,DP2_0182C,DP2_0185C,DP2_0188C,DP2_0191C,DP4_0022C,DP4_0023C,DP4_0024C,DP4_0025C,DP4_0083C,DP4_0084C,DP4_0077C,DP3_0009C,NAME,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,EP_UNEMP,EP_MOBILE,SPL_E_HU,RPL_E_HU,SPL_E_HH,RPL_E_HH,SPL_E_POV150,RPL_E_POV150,SPL_E_UNEMP,RPL_E_UNEMP,SPL_E_HBURD,RPL_E_HBURD,SPL_E_NOHSDP,RPL_E_NOHSDP,SPL_E_UNINSUR,RPL_E_UNINSUR,SPL_E_AGE65,RPL_E_AGE65,SPL_E_AGE17,RPL_E_AGE17,SPL_E_DISABL,RPL_E_DISABL,SPL_E_SNGPNT,RPL_E_SNGPNT,SPL_E_LIMENG,RPL_E_LIMENG,SPL_E_MUNIT,RPL_E_MUNIT,SPL_E_MOBILE,RPL_E_MOBILE,SPL_E_CROWD,RPL_E_CROWD,SPL_E_NOVEH,RPL_E_NOVEH,SPL_EP_UNEMP,RPL_EP_UNEMP,SPL_EP_MOBILE,RPL_EP_MOBILE
66,56300,1302,423,366,336.0,61.0,8.0,31.0,33.0,146.0,278.0,137,73,92,99,134,217.0,13,29,241.0,40.0,82.0,101.0,17.0,1.0,0.0,0.0,5.0,55.0,29.0,21.0,,"Pagat CDP, Guam",1302,423,366,336.0,61.0,39.0,179.0,278.0,137,398,217.0,42,481.0,1.0,5.0,84.0,21.0,,5.0,423,0.3333,366,0.3333,336.0,0.4314,61.0,0.3529,39.0,0.3137,179.0,0.4314,278.0,0.4314,137,0.3421,398,0.3333,217.0,0.3725,42,0.386,481.0,0.451,1.0,0.2255,5.0,0.6569,84.0,0.4118,21.0,0.4314,,,5.0,0.6569
66,58600,596,206,171,147.0,37.0,4.0,11.0,13.0,63.0,82.0,62,52,41,45,52,69.0,6,16,45.0,13.0,9.0,21.0,1.0,7.0,0.0,0.0,1.0,19.0,14.0,14.0,,"Piti CDP, Guam",596,206,171,147.0,37.0,15.0,76.0,82.0,62,190,69.0,22,89.0,7.0,1.0,33.0,14.0,,1.0,206,0.0877,171,0.0877,147.0,0.1765,37.0,0.1863,15.0,0.1569,76.0,0.2255,82.0,0.1176,62,0.1404,190,0.1228,69.0,0.1176,22,0.1404,89.0,0.1569,7.0,0.451,1.0,0.2843,33.0,0.1765,14.0,0.3529,,,1.0,0.2843
66,61850,973,279,248,152.0,37.0,6.0,25.0,13.0,66.0,109.0,137,73,78,81,70,141.0,11,23,75.0,38.0,21.0,11.0,5.0,0.0,0.0,0.0,0.0,31.0,22.0,6.0,,"Santa Rita CDP, Guam",973,279,248,152.0,37.0,31.0,79.0,109.0,137,302,141.0,34,150.0,0.0,0.0,53.0,6.0,,0.0,279,0.193,248,0.2018,152.0,0.1961,37.0,0.1863,31.0,0.2941,79.0,0.2549,109.0,0.1961,137,0.3421,302,0.2632,141.0,0.2941,34,0.2632,150.0,0.2549,0.0,0.0882,0.0,0.0882,53.0,0.3137,6.0,0.1667,,,0.0,0.0882
66,65100,1813,554,516,319.0,93.0,12.0,45.0,35.0,110.0,269.0,242,139,186,131,113,285.0,12,48,146.0,60.0,24.0,48.0,14.0,9.0,12.0,1.0,0.0,47.0,25.0,30.0,,"Sinajana CDP, Guam",1813,554,516,319.0,93.0,57.0,145.0,269.0,242,569,285.0,60,292.0,22.0,0.0,72.0,30.0,,0.0,554,0.3684,516,0.386,319.0,0.4118,93.0,0.451,57.0,0.3725,145.0,0.3922,269.0,0.3922,242,0.5088,569,0.4211,285.0,0.5098,60,0.4649,292.0,0.3922,22.0,0.549,0.0,0.0882,72.0,0.3725,30.0,0.6471,,,0.0,0.0882
66,66800,3807,1222,999,558.0,167.0,14.0,71.0,120.0,192.0,771.0,383,251,267,326,318,519.0,32,73,696.0,42.0,496.0,129.0,24.0,20.0,4.0,0.0,3.0,128.0,69.0,27.0,,"South Gayinero CDP, Guam",3807,1222,999,558.0,167.0,85.0,312.0,771.0,383,1162,519.0,105,1387.0,24.0,3.0,197.0,27.0,,3.0,1222,0.7719,999,0.7193,558.0,0.6078,167.0,0.7843,85.0,0.598,312.0,0.7451,771.0,0.8235,383,0.7018,1162,0.807,519.0,0.8235,105,0.6316,1387.0,0.7451,24.0,0.5882,3.0,0.5294,197.0,0.8039,27.0,0.4902,,,3.0,0.5294
66,69000,2279,574,541,463.0,115.0,17.0,58.0,35.0,143.0,299.0,225,179,218,235,174,283.0,22,31,130.0,58.0,20.0,40.0,9.0,0.0,1.0,0.0,3.0,54.0,62.0,30.0,,"Talofofo CDP, Guam",2279,574,541,463.0,115.0,75.0,178.0,299.0,225,806,283.0,53,257.0,1.0,3.0,116.0,30.0,,3.0,574,0.386,541,0.4035,463.0,0.4706,115.0,0.5294,75.0,0.5196,178.0,0.4118,299.0,0.451,225,0.4737,806,0.4737,283.0,0.4902,53,0.4211,257.0,0.3529,1.0,0.2255,3.0,0.5294,116.0,0.4706,30.0,0.6471,,,3.0,0.5294
66,70950,3892,1855,1493,788.0,187.0,18.0,132.0,80.0,132.0,802.0,513,253,281,295,204,359.0,28,122,932.0,33.0,241.0,142.0,481.0,147.0,283.0,497.0,1.0,117.0,56.0,78.0,,"Tamuning CDP, Guam",3892,1855,1493,788.0,187.0,150.0,212.0,802.0,513,1033,359.0,150,1829.0,927.0,1.0,173.0,78.0,,1.0,1855,0.9649,1493,0.9474,788.0,0.8235,187.0,0.8824,150.0,0.9412,212.0,0.5294,802.0,0.8824,513,0.8772,1033,0.7193,359.0,0.5882,150,0.8421,1829.0,0.902,927.0,1.0,1.0,0.2843,173.0,0.6863,78.0,0.9412,,,1.0,0.2843
66,73550,2443,724,598,706.0,118.0,11.0,35.0,45.0,149.0,387.0,197,277,266,229,172,349.0,20,71,436.0,85.0,101.0,200.0,41.0,70.0,52.0,14.0,1.0,101.0,53.0,45.0,,"Toto CDP, Guam",2443,724,598,706.0,118.0,46.0,194.0,387.0,197,944,349.0,91,863.0,136.0,1.0,154.0,45.0,,1.0,724,0.4561,598,0.4737,706.0,0.7255,118.0,0.5588,46.0,0.3333,194.0,0.4902,387.0,0.4902,197,0.4211,944,0.5614,349.0,0.5686,91,0.5877,863.0,0.6471,136.0,0.7843,1.0,0.2843,154.0,0.5686,45.0,0.7647,,,1.0,0.2843
66,75500,2072,1305,1046,,,,,,,,371,81,65,76,58,,19,23,,,,,,,,,,,,,,"Tumon CDP, Guam",2072,1305,1046,,,,,,371,280,,42,,,,,,,,1305,0.8246,1046,0.7719,,,,,,,,,,,371,0.6842,280,0.2281,,,42,0.386,,,,,,,,,,,,,,
66,77200,704,222,193,190.0,31.0,4.0,11.0,40.0,72.0,152.0,83,54,46,53,59,114.0,9,14,143.0,35.0,76.0,15.0,17.0,0.0,0.0,0.0,5.0,19.0,23.0,29.0,,"Ukudu CDP, Guam",704,222,193,190.0,31.0,15.0,112.0,152.0,83,212,114.0,23,286.0,0.0,5.0,42.0,29.0,,5.0,222,0.1053,193,0.1053,190.0,0.2745,31.0,0.1373,15.0,0.1569,112.0,0.3137,152.0,0.2941,83,0.1842,212,0.1579,114.0,0.2549,23,0.1579,286.0,0.3725,0.0,0.0882,5.0,0.6569,42.0,0.2451,29.0,0.5882,,,5.0,0.6569
66,77450,448,128,106,,,,,,,,33,37,44,62,35,,6,13,,,,,,,,,,,,,,"Umatac CDP, Guam",448,128,106,,,,,,33,178,,19,,,,,,,,128,0.0702,106,0.0702,,,,,,,,,,,33,0.1053,178,0.0702,,,19,0.1228,,,,,,,,,,,,,,
66,79600,3388,1232,1107,727.0,185.0,25.0,92.0,54.0,192.0,551.0,361,231,223,251,252,534.0,33,122,417.0,74.0,116.0,150.0,73.0,174.0,179.0,111.0,1.0,113.0,52.0,81.0,,"University of Guam CDP, Guam",3388,1232,1107,727.0,185.0,117.0,246.0,551.0,361,957,534.0,155,830.0,464.0,1.0,165.0,81.0,,1.0,1232,0.807,1107,0.8421,727.0,0.7451,185.0,0.8627,117.0,0.7255,246.0,0.5882,551.0,0.6471,361,0.6316,957,0.5789,534.0,0.8431,155,0.9035,830.0,0.6275,464.0,0.9804,1.0,0.2843,165.0,0.6275,81.0,0.9804,,,1.0,0.2843
66,80100,4081,1827,1597,,,,,,,,464,240,193,216,312,,33,83,,,,,,,,,,,,,,"Upper Tumon CDP, Guam",4081,1827,1597,,,,,,464,961,,116,,,,,,,,1827,0.9474,1597,0.9649,,,,,,,,,,,464,0.807,961,0.5965,,,116,0.7193,,,,,,,,,,,,,,
66,81600,2106,646,604,257.0,68.0,16.0,84.0,41.0,79.0,250.0,274,145,187,188,136,260.0,19,42,86.0,33.0,22.0,17.0,13.0,0.0,1.0,0.0,0.0,52.0,17.0,13.0,,"Windward Hills CDP, Guam",2106,646,604,257.0,68.0,100.0,120.0,250.0,274,656,260.0,61,171.0,1.0,0.0,69.0,13.0,,0.0,646,0.4035,604,0.4912,257.0,0.3529,68.0,0.3922,100.0,0.6863,120.0,0.3333,250.0,0.3725,274,0.5263,656,0.4561,260.0,0.451,61,0.4912,171.0,0.2941,1.0,0.2255,0.0,0.0882,69.0,0.3529,13.0,0.3235,,,0.0,0.0882
66,81850,2687,790,645,616.0,95.0,18.0,60.0,53.0,151.0,455.0,229,216,239,248,234,329.0,31,50,505.0,52.0,288.0,131.0,34.0,22.0,1.0,0.0,10.0,93.0,76.0,12.0,,"Wusstig CDP, Guam",2687,790,645,616.0,95.0,78.0,204.0,455.0,229,937,329.0,81,1010.0,23.0,10.0,169.0,12.0,,10.0,790,0.4912,645,0.5263,616.0,0.6275,95.0,0.4706,78.0,0.549,204.0,0.5098,455.0,0.5882,229,0.4912,937,0.5439,329.0,0.549,81,0.5263,1010.0,0.6667,23.0,0.5686,10.0,0.8431,169.0,0.6471,12.0,0.2745,,,10.0,0.8431
66,83950,3065,859,792,828.0,137.0,20.0,86.0,81.0,258.0,399.0,298,265,273,295,271,414.0,38,117,205.0,63.0,36.0,85.0,19.0,6.0,7.0,12.0,1.0,100.0,51.0,53.0,,"Yona CDP, Guam",3065,859,792,828.0,137.0,106.0,339.0,399.0,298,1104,414.0,155,408.0,25.0,1.0,151.0,53.0,,1.0,859,0.5614,792,0.5789,828.0,0.8627,137.0,0.6275,106.0,0.7059,339.0,0.8039,399.0,0.5098,298,0.5614,1104,0.7544,414.0,0.6275,155,0.9035,408.0,0.4314,25.0,0.6078,1.0,0.2843,151.0,0.5098,53.0,0.8431,,,1.0,0.2843
66,85000,5213,1673,1407,730.0,161.0,41.0,188.0,167.0,209.0,913.0,676,351,361,415,389,661.0,30,73,1089.0,60.0,790.0,107.0,115.0,0.0,1.0,1.0,85.0,155.0,61.0,27.0,,"Y Papao CDP, Guam",5213,1673,1407,730.0,161.0,229.0,376.0,913.0,676,1516,661.0,103,2161.0,2.0,85.0,216.0,27.0,,85.0,1673,0.8772,1407,0.9123,730.0,0.7647,161.0,0.7451,229.0,1.0,376.0,0.8824,913.0,0.9216,676,0.9649,1516,0.9649,661.0,0.9216,103,0.614,2161.0,0.9216,2.0,0.3529,85.0,1.0,216.0,0.8333,27.0,0.4902,,,85.0,1.0
66,86000,1050,287,222,307.0,42.0,2.0,13.0,63.0,130.0,194.0,79,119,106,92,83,177.0,9,26,112.0,36.0,38.0,35.0,2.0,0.0,0.0,0.0,1.0,33.0,61.0,27.0,,"Y Sengsong CDP, Guam",1050,287,222,307.0,42.0,15.0,193.0,194.0,79,400,177.0,35,223.0,0.0,1.0,94.0,27.0,,1.0,287,0.2105,222,0.1579,307.0,0.3922,42.0,0.2941,15.0,0.1569,193.0,0.4706,194.0,0.3333,79,0.1579,400,0.3509,177.0,0.3333,35,0.2895,223.0,0.3137,0.0,0.0882,1.0,0.2843,94.0,0.451,27.0,0.4902,,,1.0,0.2843
